,sypnopsis,Action,Adventure,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Historical,Horror,Kids,Magic,MartialArts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,SliceofLife,Space,Sports,SuperPower,Supernatural,Thriller,Vampire
56,nanoha takamachi ordinary grader enjoy spend time family friend rescue injure ferret dreamed night day ferret cry telepathically ask nanoha save ferret reveal yuuno scrya mage world try collect dangerous  jewel seed accidentally scatter world enlist nanoha help gift magical wand raise heart teach powerful mage day later reclaim jewel seeds mage appear fate testarossa strong nanoha fate refuse divulge reason try collect jewel seed nanoha sense melancholy eye fate refuse communicate direct akiyuki shinbo mahou shoujo lyrical nanoha story clash emotion goal collide,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57,solve incident scatter jewel seed nanoha takamachi happily return everyday life add magic practice morning exchange video message fate testarossa crew arthra nanoha eagerly await chance speak person study room day raise heart suddenly call nanoha warn incoming attack attacker young girl name vita call belka knight prove strength intelligent device mysterious cartridge system quickly overwhelm nanoha luckily space time administration bureau able step completely crush vita fellow knight shamal signum zafila mission steal magical power mage order complete book darkness lose logia sinister purpose knight book darkness,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
58,present time god demon coexist human door world open tsuchimi rin normal young high school student attend verbena academy spending day live peacefully childhood friend kaede unexpectedly day king god king demons families rin door neighbor apparently daughter god sia daughter demons nerine deeply love rin having meet past playful friendship upperclassman asa encounter silent cute primula rin hand deal affection girl base eroge navel,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
59,year  universal century mankind move space live colony cluster known side side declare principality zeon declare war earth federation governmental body currently rule earth powerful humanoid robot know mobile suit zeon quickly gain upper hand month conflict earth federation develop powerful mobile suit call gundam zeon launches attack colony hold gundam  year old civilian name amuro ray suddenly find throw conflict earth space pit enemy ace pilot char aznable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
60,year  universal century earth federation initiate operation odessa scale assault retake major ukrainian city principality zeon success remain zeon force scatter globe earth federation gain upper hand year war deploy ground troop planet hunt straggler deployments ensign shiro amada transfer southeast asia command th ms team special squadron rx- gundam ground type pilot guerilla operation shiro team task distract zeon force federation ground troop locate mysterious new zeon weapon go accord plan shiro run aina sahalin ace zeon pilot meet early battle skirmish reunion weaken resolve continue fight young commander shiro prove loyalty federation brand traitor,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
61,alfred izuruha  year old live neutral colony cluster  like boy age obsess war earth federation principality zeon unbeknownst al door neighbor christina test pilot prototype gundam develop secret earth federation colony zeon special force team assemble task infiltrate colony order steal destroy skirmish break federation infiltrate zeon force fascinate alfred stumbles zaku mobile suit shoot piloted zeon rookie bernard bernie wiseman encounter start mutual friendship alfred learn war interest bernie acquire inside information colony aid team mission,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
62,shortly rescue himalayas federation ensign shiro amada accuse espionage encounter zeon secret mobile armor intelligence officer alice miller assign investigate shiro whereabouts disappearance document finding determine shiro traitor fate commander th ms team,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
63,year  universal century rebellious principality zeon defeat year war earth federation faction zeon remnant lead aguille delaz flee final battle hide away long year attempt rise send delaz ace pilot anavel gato infiltrate federation research base steal secretly develop prototype gundam deadly nuclear warhead threaten rogue gundam suit seek retain peace earth federation mobilize newly develop albion carrier recover steal unit man remain test pilot rookie pilot kou uraki pilot remain prototype gundam albion crew determine stop gato retake steal gundam prevent zeon remnant start war,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
64,universal century  year war earth federation principality zeon earth federation create elite task force know titans responsible hunting remain zeon force power hungry titan show well zeon spur creation rebellious faction call anti earth union group  year old kamille bidan live colony green noa home titan base kamille get trouble assault titan officer event coincides attack lead zeon ace char aznable know aeug pilot quattro bajeena kamille steal titan prototype gundam soon find middle dangerous conflict,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
65,universal century  anti earth union group    emerge victorious war earth federation titan cost devastating loss neo zeon faction war know axis zeon remain powerful lead newtype haman karn neo zeon implement plan earth space colony aeug flagship argama head  colony shangri la repair live colony judau ashta  year old junk dealer struggle money young sister school discovery escape pod contain titans pilot judau friend quickly lead argama hope steal mobile suit sell fortune arrival neo zeon ship seek defeat argama judau friend drag conflict bring space earth,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
66,year universal century  char aznable take command neo zeon rebel outer space firmly believe humankind achieve peace relocate space plan crash giant asteroid axis earth plunge planet uninhabitable winter char eagerly anticipate opportunity settle  year rivalry amuro ray reluctant ally times char forgive amuro cause death comrade year war earth federation londo bell unit power stop char fulfil dangerous goal lead defense earth veteran captain bright noa amuro ray late nu gundam mobile suit thrill conclusion original gundam series londo bell engage final conflict neo zeon decide fate earth end long stand rivalry,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
67,year  universal century skirmish federation government rebel group crossbone vanguard echo earth space colonie small battle break hometown young seabook arno force friend flee ensnare political turmoil quickly evolve war seabook meet cecily fairchild granddaughter aristocrat meitzer ronah seek create new political power call cosmo babylonia crossbone vanguard muscle ronah family scheme restore aristocratic rule establish economic system benefit nobility devastating quality life common people earth sphere seabook task pilot gundam f mobile suit create mother choose protect status federation status quo cooperate cecily find well way life,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
68,year  universal century tyrannical zanscare empire take hostile control  space colony outside earth orbit follow footstep long expire principality zeon recent crossbone vanguard zanscare rule subject cruelty routinely large guillotine public execution live central europe space immigrant üso ewin join league militaire militia civilian frustrate earth federation inability combat zanscare empire üso latent ability psychic newtype awaken allow pilot victory gundam mobile suit capable hold elite bespa force zanscare empire hope protect good friend shakti kareen locate parent rank federation üso fight victory strive bring end empire reign,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
69,united earth sphere alliance powerful military organization rule earth space colony iron fist decade colony proclaim opposition leader assassinate year colony  bitter colonial rebel launch operation meteor send powerful mobile suit earth vengeance build virtually indestructible material call gundanium alloy gundam begin assault alliance sub organization oz gundam pilot take slain colony leader heero yuy force crash landing ocean atmospheric battle oz ace pilot zechs marquise come ashore find relena peacecraft daughter peace seek politician witness heero descent earth realize encounter profound impact live earth space colony,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
70,year colony  year conclusion intergalactic civil war state stasis prevail earth colony see use gundam mobile suit war hero duo maxwell heero yuy trowa barton quatre raberba winner decide destroy weapon launch sun surface gundam reach destination universal peace shatter emergence mariemaia khushrenada child tyrannical aristocrat treize mariemaia abduct diplomat relena peacecraft announce plan launch operation meteor intention posthumously fulfil treize world domination plot help enemy zechs marquise mobile suit tallgeese heroic pilot reacquire mobile suit wage final battle khushrenada dynasty include fight ally wufei chang align mariemaia ambition,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
71,space colony declare independence earth federation devastate th space war war earth space result federation respond space revolutionary army mobile suit call gundams space revolutionary force play trump card drop hundred space colony earth plunge planet seven year long nuclear winter federation collapse space revolutionary army unable invade earth aftermath colony drop year pass year war  new federation spring earth restore order space colonial leader rebuild force chance year old garrod run discover old federation mobile suit gundam x use help vulture ship freeden struggle power repeat mistake past,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
72,year cosmic era  space colony heliopolis remain neutral great war rage galaxy coordinator human being biological trait alter birth natural unaltered people remain planet earth natural deep hatred coordinator drive advanced being space seek shelter man colonie kira yamato coordinator university student heliopolis life throw disarray zaft military organization compose rebellious coordinator attack colony effort steal set state art military mobile suit know gundam zaft manage mobile suit kira control final gundam strike survive battle kira college friend join crew archangel ship run earth alliance young soldier experience horror war loss come,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
73,year cosmic era  wartime brawl mobile suit result destruction neutral country shinn asuka find entire family kill casualty violence swear life vengeful pursuit earth natural force impression one responsible family death shinn work way zaft military force eventually gain access cockpit prototype impulse mobile suit athrun zala veteran recent war employ service diplomat cagalli yula athha finds draw new conflict natural coordinator human being artificially enhance birth hate natural biological advantage new war rear head violence inevitable athrun find mentor bitter shinn athrun steer young pilot mindset mercy rage desire vengeance consume,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
